filename|raw_text|normalized_text
014798_RUSLAN|Ты же всегда хотел иметь собачку. Подавленный, я с минуту разглядывал очертания домов на горизонте. |Ты же всегда хотел иметь собачку. Подавленный, я с минуту разглядывал очертания домов на горизонте.
014799_RUSLAN|Затем вдруг слышу – Молоко ты купишь по дороге. А вот как насчет сигарет? Я очнулся и говорю |Затем вдруг слышу - Молоко ты купишь по дороге. А вот как насчет сигарет? Я очнулся и говорю
014800_RUSLAN|– А не рано ли ему курить? В ответ раздается – Не остри. И вообще, слезай. Что это за сцена на балконе!.. |- А не рано ли ему курить? В ответ раздается - Не остри. И вообще, слезай. Что это за сцена на балконе!.
014801_RUSLAN|Пора обедать. Если, конечно, у тебя имеются деньги… Мы виделись с Тасей почти ежедневно. |Пора обедать. Если, конечно, у тебя имеются деньги… Мы виделись с Тасей почти ежедневно.
014802_RUSLAN|Часто просыпались рядом у одной из ее знакомых. Прощаясь, договаривались о новой встрече. |Часто просыпались рядом у одной из ее знакомых. Прощаясь, договаривались о новой встрече.
014803_RUSLAN|Постепенно наш образ жизни разошелся с давними университетскими традициями. |Постепенно наш образ жизни разошелся с давними университетскими традициями.
014804_RUSLAN|Прекратились шумные вечеринки с разговорами о Хемингуэе, Джойсе и тибетской медицине. |Прекратились шумные вечеринки с разговорами о Хемингуэе, Джойсе и тибетской медицине.
014805_RUSLAN|Остались в прошлом черствые бутерброды с кабачковой икрой. Забыты были жалкие поцелуи на лестнице.  |Остались в прошлом черствые бутерброды с кабачковой икрой. Забыты были жалкие поцелуи на лестнице.
014806_RUSLAN|Наконец‑то реализовались мои представления о взрослой жизни. Об искушениях, чреватых риском. |Наконец-то реализовались мои представления о взрослой жизни. Об искушениях, чреватых риском.
014807_RUSLAN|О неподдельном скептицизме тридцатилетних женщин и мужчин. |О неподдельном скептицизме тридцатилетних женщин и мужчин.
014808_RUSLAN|Об удовольствиях, которые тогда еще не порождали страха. |Об удовольствиях, которые тогда еще не порождали страха.
014809_RUSLAN|Круг Тасиных знакомых составляли адвокаты, врачи, журналисты, художники, люди искусства. |Круг Тасиных знакомых составляли адвокаты, врачи, журналисты, художники, люди искусства.
014810_RUSLAN|Это были спокойные, невозмутимые люди, обладавшие, как мне представлялось, значительным достатком. |Это были спокойные, невозмутимые люди, обладавшие, как мне представлялось, значительным достатком.
014811_RUSLAN|Они часто платили за меня в ресторане. Брали на мою долю театральные контрамарки. |Они часто платили за меня в ресторане. Брали на мою долю театральные контрамарки.
014812_RUSLAN|Предоставляли мне место в автомобиле, если компания отправлялась на юг. |Предоставляли мне место в автомобиле, если компания отправлялась на юг.
014813_RUSLAN|Они вели себя доброжелательно и корректно. Хотя я все же понимал, что один, без Таси, не могу считаться их другом. |Они вели себя доброжелательно и корректно. Хотя я все же понимал, что один, без Таси, не могу считаться их другом.
014814_RUSLAN|Разглядывая этих людей, я старался угадать, кто из них тайно преследует мою девушку. |Разглядывая этих людей, я старался угадать, кто из них тайно преследует мою девушку.
014815_RUSLAN|При этом, должен заметить, вели они себя учтиво и непосредственно. |При этом, должен заметить, вели они себя учтиво и непосредственно.
014816_RUSLAN|Да и не принято было здесь иначе выражать свои чувства. |Да и не принято было здесь иначе выражать свои чувства.
014817_RUSLAN|Долго я не мог понять, что объединяет этих столь разных людей. |Долго я не мог понять, что объединяет этих столь разных людей.
014818_RUSLAN|Затем уяснил себе, что принципы их вольного братства – достаток, элегантность и насмешливое отношение к жизни. |Затем уяснил себе, что принципы их вольного братства - достаток, элегантность и насмешливое отношение к жизни.
014819_RUSLAN|В те годы я еще не знал, что деньги – бремя. Что элегантность – массовая уличная форма красоты. |В те годы я еще не знал, что деньги - бремя. Что элегантность - массовая уличная форма красоты.
014820_RUSLAN|Что вечная ирония – любимое, а главное – единственное оружие беззащитных. |Что вечная ирония - любимое, а главное - единственное оружие беззащитных.
014821_RUSLAN|Все они, разумеется, нравились женщинам. Завистники считают, что женщин привлекают в богачах их деньги. |Все они, разумеется, нравились женщинам. Завистники считают, что женщин привлекают в богачах их деньги.
014822_RUSLAN|Или то, что можно на эти деньги приобрести. Раньше и я так думал, но затем убедился, что это ложь. |Или то, что можно на эти деньги приобрести. Раньше и я так думал, но затем убедился, что это ложь.
014823_RUSLAN|Не деньги привлекают женщин. Не автомобили и драгоценности. Не рестораны и дорогая одежда. |Не деньги привлекают женщин. Не автомобили и драгоценности. Не рестораны и дорогая одежда.
014824_RUSLAN|Не могущество, богатство и элегантность. А то, что сделало человека могущественным, богатым и элегантным. |Не могущество, богатство и элегантность. А то, что сделало человека могущественным, богатым и элегантным.
014825_RUSLAN|Сила, которой наделены одни и полностью лишены другие. Тася как бы взошла над моей жизнью, осветила ее закоулки. |Сила, которой наделены одни и полностью лишены другие. Тася как бы взошла над моей жизнью, осветила ее закоулки.
014826_RUSLAN|И вот я утратил спокойствие. Я стал борющимся государством, против которого неожиданно открыли второй фронт. |И вот я утратил спокойствие. Я стал борющимся государством, против которого неожиданно открыли второй фронт.
014827_RUSLAN|Раньше я был абсолютно поглощен собой. Теперь я должен был заботиться не только о себе. |Раньше я был абсолютно поглощен собой. Теперь я должен был заботиться не только о себе.
014828_RUSLAN|А главное, любить не только одного себя. |А главное, любить не только одного себя.
014829_RUSLAN|У меня возникла, как сказал бы Лев Толстой, дополнительная зона уязвимости. |У меня возникла, как сказал бы Лев Толстой, дополнительная зона уязвимости.
014830_RUSLAN|Жаль, что я не запомнил, когда это чувство появилось впервые. В принципе, это и был настоящий день моего рождения. |Жаль, что я не запомнил, когда это чувство появилось впервые. В принципе, это и был настоящий день моего рождения.
014831_RUSLAN|Жизнь, которую мы вели, требовала значительных расходов. Чаще всего они ложились на плечи Тасиных друзей. |Жизнь, которую мы вели, требовала значительных расходов. Чаще всего они ложились на плечи Тасиных друзей.
014832_RUSLAN|Разумеется, эти люди меня не попрекали. И вообще проявляли на этот счет удивительную деликатность. |Разумеется, эти люди меня не попрекали. И вообще проявляли на этот счет удивительную деликатность.
014834_RUSLAN|Вспоминаю, как доктор Логовинский незаметно сунул мне четыре рубля, пока Тася заказывала автомобиль. |Вспоминаю, как доктор Логовинский незаметно сунул мне четыре рубля, пока Тася заказывала автомобиль.
014835_RUSLAN|Видно, догадался о чем‑то по моему растерянному лицу. |Видно, догадался о чем-то по моему растерянному лицу.
014836_RUSLAN|Помню, меня травмировала сама эта цифра – четыре. В ней была заложена оскорбительная точность. |Помню, меня травмировала сама эта цифра - четыре. В ней была заложена оскорбительная точность.
014837_RUSLAN|Четыре рубля – это было, как говорится в математике, – необходимо и достаточно. Что может быть оскорбительнее? |Четыре рубля - это было, как говорится в математике, - необходимо и достаточно. Что может быть оскорбительнее?
014838_RUSLAN|Сначала я продал мою жалкую библиотеку, которая чуть ли не целиком умещалась на тумбочке в общежитии. |Сначала я продал мою жалкую библиотеку, которая чуть ли не целиком умещалась на тумбочке в общежитии.
014839_RUSLAN|Потом заложил шерстяной спортивный костюм и часы. |Потом заложил шерстяной спортивный костюм и часы.
014840_RUSLAN|Я узнал, что такое ломбард с его квитанциями, очередями, атмосферой печали и бедности. |Я узнал, что такое ломбард с его квитанциями, очередями, атмосферой печали и бедности.
014841_RUSLAN|Пока Тася была рядом, я мог не думать об этом. Стоило нам проститься, и мысль о долгах выплывала, как туча. |Пока Тася была рядом, я мог не думать об этом. Стоило нам проститься, и мысль о долгах выплывала, как туча.
014842_RUSLAN|Я просыпался с ощущением беды. Часами не мог заставить себя одеться. |Я просыпался с ощущением беды. Часами не мог заставить себя одеться.
014843_RUSLAN|Всерьез планировал ограбление ювелирного магазина. Я убедился, что любая мысль влюбленного бедняка – преступна. |Всерьез планировал ограбление ювелирного магазина. Я убедился, что любая мысль влюбленного бедняка - преступна.
014844_RUSLAN|Занимая деньги, я не имел представления о том, как буду расплачиваться. |Занимая деньги, я не имел представления о том, как буду расплачиваться.
014845_RUSLAN|В результате долги стали кошмаром моей жизни. Карман моего пиджака был надорван. |В результате долги стали кошмаром моей жизни. Карман моего пиджака был надорван.
014846_RUSLAN|Мои далеко не лучшие, однако единственные брюки требовали ремонта. |Мои далеко не лучшие, однако единственные брюки требовали ремонта.
014847_RUSLAN|Разумеется, я мог бы подрабатывать, как и другие, на станции Московская товарная. |Разумеется, я мог бы подрабатывать, как и другие, на станции Московская товарная.
014848_RUSLAN|Но это значило бы оставить Тасю без присмотра. Хотя бы на пять‑шесть часов. Короче, это было исключено. |Но это значило бы оставить Тасю без присмотра. Хотя бы на пять-шесть часов. Короче, это было исключено.
014849_RUSLAN|Всех людей можно разделить на две категории. На две группы. Первая группа – это те, которые спрашивают. |Всех людей можно разделить на две категории. На две группы. Первая группа - это те, которые спрашивают.
014850_RUSLAN|Вторая группа – те, что отвечают. Одни задают вопросы. А другие молчат и лишь раздраженно хмурятся в ответ. |Вторая группа - те, что отвечают. Одни задают вопросы. А другие молчат и лишь раздраженно хмурятся в ответ.
014851_RUSLAN|Я слышал, что пятилетние дети задают окружающим невероятное количество вопросов. До четырехсот вопросов за день. |Я слышал, что пятилетние дети задают окружающим невероятное количество вопросов. До четырехсот вопросов за день.
014852_RUSLAN|Чем старше мы делаемся, тем реже задаем вопросы. А пожилые люди их совсем не задают. |Чем старше мы делаемся, тем реже задаем вопросы. А пожилые люди их совсем не задают.
014853_RUSLAN|Разве что профессора и академики – студентам на экзаменах. Причем ответы академикам заранее известны. |Разве что профессора и академики - студентам на экзаменах. Причем ответы академикам заранее известны.
014854_RUSLAN|Человека, который задает вопросы, я могу узнать на расстоянии километра. |Человека, который задает вопросы, я могу узнать на расстоянии километра.
014855_RUSLAN|Его личность ассоциируется у меня с понятием – неудачник. Тасины друзья не задавали ей вопросов. |Его личность ассоциируется у меня с понятием - неудачник. Тасины друзья не задавали ей вопросов.
014856_RUSLAN|Я же только и делал, что спрашивал – Почему ты вчера не звонила? – Не могла. – А может, не хотела? – Не могла. |Я же только и делал, что спрашивал - Почему ты вчера не звонила? - Не могла. - А может, не хотела? - Не могла.
014857_RUSLAN|К нам приходили гости, тетка с братом. – И ты не могла позвонить? – Я же позвонила… Сегодня. |К нам приходили гости, тетка с братом. - И ты не могла позвонить? - Я же позвонила… Сегодня.
014858_RUSLAN|– Ты могла этого не делать. – Перестань. – Ладно. Не позвонила и ладно. Важно другое. |- Ты могла этого не делать. - Перестань. - Ладно. Не позвонила и ладно. Важно другое.
014859_RUSLAN|Важно, что ты не захотела позвонить. Могла и не захотела… И так далее. |Важно, что ты не захотела позвонить. Могла и не захотела… И так далее.
014860_RUSLAN|К этому времени моя академическая успеваемость заметно снизилась. Тася же и раньше была неуспевающей. |К этому времени моя академическая успеваемость заметно снизилась. Тася же и раньше была неуспевающей.
014861_RUSLAN|В деканате заговорили про наш моральный облик. |В деканате заговорили про наш моральный облик.
014862_RUSLAN|Я заметил – когда человек влюблен и у него долги, то предметом разговора становится его моральный облик. |Я заметил - когда человек влюблен и у него долги, то предметом разговора становится его моральный облик.
014863_RUSLAN|Особенно беспокоил меня зачет по немецкой грамматике. Сначала я вообще не думал об этом. |Особенно беспокоил меня зачет по немецкой грамматике. Сначала я вообще не думал об этом.
014864_RUSLAN|Затем попытался одолеть эту самую грамматику штурмом. |Затем попытался одолеть эту самую грамматику штурмом.
014865_RUSLAN|В результате безоблачно ясное неведение сменилось искусительным тревожным полузнанием. |В результате безоблачно ясное неведение сменилось искусительным тревожным полузнанием.
014866_RUSLAN|Все немецкие слова звучали для меня одинаково. Разве что кроме имен вождей мирового пролетариата. |Все немецкие слова звучали для меня одинаково. Разве что кроме имен вождей мирового пролетариата.
014867_RUSLAN|Странные мечты я лелеял. Фантастические картины рисовались моему воображению. |Странные мечты я лелеял. Фантастические картины рисовались моему воображению.
014868_RUSLAN|Дело в том, что у преподавательницы немецкого языка Инны Клементьевны Гаук был шестнадцатилетний сын. |Дело в том, что у преподавательницы немецкого языка Инны Клементьевны Гаук был шестнадцатилетний сын.
014869_RUSLAN|Так вот, иду я раз по улице. Вижу – бедного мальчика обижают здоровенные парни. Я затеваю драку с этими хулиганами. |Так вот, иду я раз по улице. Вижу - бедного мальчика обижают здоровенные парни. Я затеваю драку с этими хулиганами.
014870_RUSLAN|На их крики о помощи сбегается вся местная шпана. Кто‑то бьет меня ножом в спину. |На их крики о помощи сбегается вся местная шпана. Кто-то бьет меня ножом в спину.
014871_RUSLAN|– Беги, – шепчу я малолетнему Гауку. Последнее, что я вижу, – трещины на асфальте. |- Беги, - шепчу я малолетнему Гауку. Последнее, что я вижу, - трещины на асфальте.
014872_RUSLAN|Последнее, что я слышу, – рев «неотложки». Темнота… Инна Клементьевна навещает меня в больничной палате |Последнее, что я слышу, - рев "неотложки". Темнота… Инна Клементьевна навещает меня в больничной палате
014873_RUSLAN|– Вы спасли жизнь моему Артурке! – Пустяки, – говорю я. – Но вы рисковали собой. – Естественно. |- Вы спасли жизнь моему Артурке! - Пустяки, - говорю я. - Но вы рисковали собой. - Естественно.
014874_RUSLAN|– Я в неоплатном долгу перед вами. – Забудьте. – И все‑таки, что я могу сделать для вас? |- Я в неоплатном долгу перед вами. - Забудьте. - И все-таки, что я могу сделать для вас?
014875_RUSLAN|Тогда я приподнимаюсь – бледный, обескровленный, худой, и говорю – Поставьте тройку! |Тогда я приподнимаюсь - бледный, обескровленный, худой, и говорю - Поставьте тройку!
014876_RUSLAN|Фрау укоризненно грозит мне пальцем – Вопреки моим правилам я иду на этот шаг. |Фрау укоризненно грозит мне пальцем - Вопреки моим правилам я иду на этот шаг.
014877_RUSLAN|При этом надеюсь, что вы еще овладеете языком Шиллера и Гете. – Как только снимут швы… |При этом надеюсь, что вы еще овладеете языком Шиллера и Гете. - Как только снимут швы…
014878_RUSLAN|– Кстати, оба воспевали мужество. Я слабо улыбаюсь, давая понять, насколько мне близка эта тема. |- Кстати, оба воспевали мужество. Я слабо улыбаюсь, давая понять, насколько мне близка эта тема.
014879_RUSLAN|– Ауф видер зеен, – произносит Инна Клементьевна. – Чао, – говорю я в ответ.  На самом деле все происходило иначе. |- Ауф видер зеен, - произносит Инна Клементьевна. - Чао, - говорю я в ответ. На самом деле все происходило иначе.
014880_RUSLAN|После долгих колебаний я отправился сдавать этот гнусный зачет. |После долгих колебаний я отправился сдавать этот гнусный зачет.
014881_RUSLAN|Мы с Инной Клементьевной уединились в небольшой аудитории. |Мы с Инной Клементьевной уединились в небольшой аудитории.
014882_RUSLAN|Она вручила мне листок папиросной бумаги с немецким текстом. Я изучал его минуты четыре. |Она вручила мне листок папиросной бумаги с немецким текстом. Я изучал его минуты четыре.
014883_RUSLAN|Само начертание букв таило враждебность. Особенно раздражали меня две пошлые точки над «ю». |Само начертание букв таило враждебность. Особенно раздражали меня две пошлые точки над "ю".
014884_RUSLAN|Вдруг непроглядная тьма озарилась мерцанием знакомого имени – Энгельс. Я почти выкрикнул его и снова замолчал. |Вдруг непроглядная тьма озарилась мерцанием знакомого имени - Энгельс. Я почти выкрикнул его и снова замолчал.
014885_RUSLAN|– Что вас смущает? – поинтересовалась Инна Клементьевна. – Меня? – Вас, вас. Я наугад ткнул пальцем. – Майн гот! |- Что вас смущает? - поинтересовалась Инна Клементьевна. - Меня? - Вас, вас. Я наугад ткнул пальцем. - Майн гот!
014886_RUSLAN|Это же совсем просто. Хатте геганген. Плюсквамперфект от «геен». Коротко и ясно, думаю. |Это же совсем просто. Хатте геганген. Плюсквамперфект от "геен". Коротко и ясно, думаю.
014887_RUSLAN|Слышу голос Инны Клементьевны – Так что же вас затрудняет? Переводите сразу. Ну! – Не читая? |Слышу голос Инны Клементьевны - Так что же вас затрудняет? Переводите сразу. Ну! - Не читая?
014888_RUSLAN|– Читайте про себя, а вслух не обязательно. – Тут, видите ли… – Что? – Тут, откровенно говоря… – В чем дело? |- Читайте про себя, а вслух не обязательно. - Тут, видите ли… - Что? - Тут, откровенно говоря… - В чем дело?
014889_RUSLAN|– Тут, извиняюсь, не по‑русски… – Вон! – крикнула фрау неожиданно звонким голосом. – Вон отсюда! |- Тут, извиняюсь, не по-русски… - Вон! - крикнула фрау неожиданно звонким голосом. - Вон отсюда!
014890_RUSLAN|Я позвонил заведующему спортивной кафедрой. Попросил его добиться отсрочек. Мартиросян в ответ твердил |Я позвонил заведующему спортивной кафедрой. Попросил его добиться отсрочек. Мартиросян в ответ твердил
014891_RUSLAN|– Ты подавал известные надежды. Но это было давно. Сейчас ты абсолютно не в форме. |- Ты подавал известные надежды. Но это было давно. Сейчас ты абсолютно не в форме.
014892_RUSLAN|Я все улажу, если ты начнешь работать. Через месяц – первенство «Буревестника» в Кишиневе… |Я все улажу, если ты начнешь работать. Через месяц - первенство "Буревестника" в Кишиневе…
014893_RUSLAN|Разумеется, я обещал поехать в Кишинев. Хотя сама идея такой поездки была неприемлемой. |Разумеется, я обещал поехать в Кишинев. Хотя сама идея такой поездки была неприемлемой.
014894_RUSLAN|Ведь это значило бы хоть ненадолго расстаться с Тасей. Казалось, все было против меня. |Ведь это значило бы хоть ненадолго расстаться с Тасей. Казалось, все было против меня.
014895_RUSLAN|Однако жил я почти беззаботно. |Однако жил я почти беззаботно.
014896_RUSLAN|В ту пору мне удавалось истолковывать факты наиболее благоприятным для себя образом. |В ту пору мне удавалось истолковывать факты наиболее благоприятным для себя образом.
014897_RUSLAN|Ведь человек, который беспрерывно спрашивает, должен рано или поздно научиться отвечать. |Ведь человек, который беспрерывно спрашивает, должен рано или поздно научиться отвечать.
014898_RUSLAN|Жили мы, повторяю, беззаботно и весело. Ходили по ресторанам. Чуть ли не ежедневно оказывались в гостях. |Жили мы, повторяю, беззаботно и весело. Ходили по ресторанам. Чуть ли не ежедневно оказывались в гостях.
014899_RUSLAN|Тасины друзья, как правило, внушали мне антипатию. Однако я старался им нравиться. |Тасины друзья, как правило, внушали мне антипатию. Однако я старался им нравиться.
014900_RUSLAN|Реагировал на чужие шутки преувеличенно громким смехом. Предлагал свои услуги, если надо было пойти за коньяком. |Реагировал на чужие шутки преувеличенно громким смехом. Предлагал свои услуги, если надо было пойти за коньяком.
014901_RUSLAN|Тасю это раздражало. Кто‑нибудь говорил мне – Захватите стул из кухни. Тася еле слышно приказывала – Не смей. |Тасю это раздражало. Кто-нибудь говорил мне - Захватите стул из кухни. Тася еле слышно приказывала - Не смей.
014902_RUSLAN|Так она боролась за мое достоинство. Она внушала мне правила хорошего тона. Главное правило – не возбуждаться. |Так она боролась за мое достоинство. Она внушала мне правила хорошего тона. Главное правило - не возбуждаться.
014903_RUSLAN|Не проявлять излишней горячности. Рассеянная улыбка – вот что к лицу настоящему джентльмену. |Не проявлять излишней горячности. Рассеянная улыбка - вот что к лицу настоящему джентльмену.
014904_RUSLAN|Между прочим, суждения Тасиных друзей не отличались глубиной и блеском. |Между прочим, суждения Тасиных друзей не отличались глубиной и блеском.
014905_RUSLAN|Однако держались эти люди, не в пример мне, снисходительно и ровно. |Однако держались эти люди, не в пример мне, снисходительно и ровно.
014906_RUSLAN|Что придавало их суждениям особую внушительность. |Что придавало их суждениям особую внушительность.
014907_RUSLAN|Короче, чем большую антипатию внушали мне эти люди, тем настойчивее я добивался их расположения. |Короче, чем большую антипатию внушали мне эти люди, тем настойчивее я добивался их расположения.
014908_RUSLAN|Иногда я не заставал Тасю дома в условленный час. Бывало, ее замечали с кем‑то на улице или в ресторане. |Иногда я не заставал Тасю дома в условленный час. Бывало, ее замечали с кем-то на улице или в ресторане.
014909_RUSLAN|Раза два я почувствовал, что ее интересует какой‑то мужчина. С теми, кто ее интересовал, она держалась грубовато. |Раза два я почувствовал, что ее интересует какой-то мужчина. С теми, кто ее интересовал, она держалась грубовато.
014910_RUSLAN|Как и со мной в первые часы знакомства. Помню, Тася сказала одному фарцовщику – Знаете, на кого вы похожи? |Как и со мной в первые часы знакомства. Помню, Тася сказала одному фарцовщику - Знаете, на кого вы похожи?
014911_RUSLAN|На разбитого параличом удава, которого держат в зоопарке из жалости… Это было предательство. |На разбитого параличом удава, которого держат в зоопарке из жалости… Это было предательство.
014912_RUSLAN|Нечто подобное она когда‑то говорила мне. Казалось бы, пустяк, а я целую неделю страдал от ревности и унижения. |Нечто подобное она когда-то говорила мне. Казалось бы, пустяк, а я целую неделю страдал от ревности и унижения.
014913_RUSLAN|Страдая, я задавал ей бесчисленные вопросы. |Страдая, я задавал ей бесчисленные вопросы.
014914_RUSLAN|Даже когда я поносил ее знакомых, то употреблял нелепую вопросительную форму |Даже когда я поносил ее знакомых, то употреблял нелепую вопросительную форму
014916_RUSLAN|Я хотел скомпрометировать Шульмана в Тасиных глазах, достигая, естественно, противоположного результата. |Я хотел скомпрометировать Шульмана в Тасиных глазах, достигая, естественно, противоположного результата.
014917_RUSLAN|Все мужчины, которых я знал, были с Тасей приветливы и корректны. Все они испытывали к ней дружеское расположение. |Все мужчины, которых я знал, были с Тасей приветливы и корректны. Все они испытывали к ней дружеское расположение.
014918_RUSLAN|И не более того. Однако жизнь моя была наполнена страхом. Я боялся, что все они тайно преследуют мою любовь. |И не более того. Однако жизнь моя была наполнена страхом. Я боялся, что все они тайно преследуют мою любовь.
014919_RUSLAN|Я готов был драться за свою любовь и очень жалел, что это не принято. |Я готов был драться за свою любовь и очень жалел, что это не принято.
014920_RUSLAN|Не принято было в этом обществе размахивать кулаками. Ненавидел ли я эту жизнь? Отвечаю с готовностью – нет. |Не принято было в этом обществе размахивать кулаками. Ненавидел ли я эту жизнь? Отвечаю с готовностью - нет.
014921_RUSLAN|Я проклинал и ненавидел только одного себя. Все несчастья я переживал как расплату за собственные грехи. |Я проклинал и ненавидел только одного себя. Все несчастья я переживал как расплату за собственные грехи.
014922_RUSLAN|Любая обида воспринималась как результат моего собственного прегрешения. Поэтому Тася всегда была невинна. |Любая обида воспринималась как результат моего собственного прегрешения. Поэтому Тася всегда была невинна.
014924_RUSLAN|Чувство вины начинало принимать у меня характер душевной болезни. |Чувство вины начинало принимать у меня характер душевной болезни.
014925_RUSLAN|Причем далеко не всегда это имело отношение к Тасе. |Причем далеко не всегда это имело отношение к Тасе.
014926_RUSLAN|Помню, я заметил на улице больного мальчика, ковылявшего вдоль ограды. Наверное, в детстве он болел полиомиелитом. |Помню, я заметил на улице больного мальчика, ковылявшего вдоль ограды. Наверное, в детстве он болел полиомиелитом.
014927_RUSLAN|Теперь он шел, страшно напрягаясь и взмахивая руками. Черты его лица были искажены. |Теперь он шел, страшно напрягаясь и взмахивая руками. Черты его лица были искажены.
014928_RUSLAN|Потом он заговорил с девочкой в красных ботинках. |Потом он заговорил с девочкой в красных ботинках.
014929_RUSLAN|Девочка выкрикнула эти слова тем умышленно бойким и фальшивым голосом, которым разговаривают худенькие младшеклассницы, не поправившиеся за лето.|Девочка выкрикнула эти слова тем умышленно бойким и фальшивым голосом, которым разговаривают худенькие младшеклассницы, не поправившиеся за лето.
014930_RUSLAN|Очевидно, хотел, чтобы она помогла ему взобраться на бетонную ступеньку… – Сам не может! Сам не может! |Очевидно, хотел, чтобы она помогла ему взобраться на бетонную ступеньку… - Сам не может! Сам не может!
014931_RUSLAN|Мальчик еще раз неуклюже шагнул вперед. Затем с огромной досадой выговорил – У меня ноги больные. |Мальчик еще раз неуклюже шагнул вперед. Затем с огромной досадой выговорил - У меня ноги больные.
014932_RUSLAN|И тут я почти упал на скамейку. Тася медленно, не оглядываясь, пошла вперед. А я все сидел. |И тут я почти упал на скамейку. Тася медленно, не оглядываясь, пошла вперед. А я все сидел.
